pop_size: 150 gene_count: 8 gen_count: 50
gen: 0 max: 4.301509346348115 mean: 1.3278807020089747
gen: 1 max: 4.536095972708244 mean: 1.425560013658839
gen: 2 max: 4.5742467199197705 mean: 1.6937836307781646
gen: 3 max: 5.134926800406935 mean: 1.6671666501134534
gen: 4 max: 5.134926800406935 mean: 1.6523217644073327
gen: 5 max: 8.14858496064099 mean: 1.8858190040007021
gen: 6 max: 9.60974414764087 mean: 1.8940182903677867
gen: 7 max: 8.14858496064099 mean: 1.874408986340965
gen: 8 max: 8.351899947323224 mean: 1.9048425978823154
gen: 9 max: 11.356912429257864 mean: 2.355852674692045
gen: 10 max: 11.825448037509528 mean: 2.552186548268003
gen: 11 max: 12.137299630346906 mean: 2.550891018408645
gen: 12 max: 11.914183832800315 mean: 2.8561674208778425
gen: 13 max: 11.914183832800315 mean: 3.0168101833588645
gen: 14 max: 16.033249230789053 mean: 3.601460382122818
gen: 15 max: 15.15095303594401 mean: 3.635091489516038
gen: 16 max: 16.033249230789053 mean: 3.4329035706604176
gen: 17 max: 13.549138630605377 mean: 3.989175995753918
gen: 18 max: 13.910236137118954 mean: 4.687566561916295
gen: 19 max: 15.4614039996257 mean: 5.1244250937583775
gen: 20 max: 15.19067617042751 mean: 5.372268204426638
gen: 21 max: 14.294127841734669 mean: 5.602564200882552
gen: 22 max: 16.233682479048003 mean: 5.5831764552219285
gen: 23 max: 16.233682479048003 mean: 5.217495962849545
gen: 24 max: 16.233682479048003 mean: 4.697740131638735
gen: 25 max: 16.764009552097143 mean: 5.326036725748723
gen: 26 max: 17.982014595641914 mean: 6.140797472079681
gen: 27 max: 19.684638009124306 mean: 6.3119359072032015
gen: 28 max: 19.229840527504546 mean: 7.193540998359373
gen: 29 max: 19.858484866520133 mean: 7.548409655871716
gen: 30 max: 19.858484866520133 mean: 7.091402467911039
gen: 31 max: 19.275490921695706 mean: 6.578703011250024
gen: 32 max: 20.252071338022283 mean: 6.794432215212797
gen: 33 max: 22.766314994811918 mean: 8.880852648749663
gen: 34 max: 22.47111521192192 mean: 7.416193169940143
gen: 35 max: 22.407778331472013 mean: 7.862857277314196
gen: 36 max: 23.55830972146807 mean: 8.563044698643782
gen: 37 max: 23.55830972146807 mean: 8.766895614531622
gen: 38 max: 22.534056809527083 mean: 9.044867672402775
gen: 39 max: 23.55830972146807 mean: 8.491072785048075
gen: 40 max: 22.534056809527083 mean: 8.573810998067938
gen: 41 max: 24.10801316193527 mean: 7.885866631175932
gen: 42 max: 24.10801316193527 mean: 9.327396723383304
gen: 43 max: 23.20169893385512 mean: 8.433818088681408
gen: 44 max: 24.319522366482786 mean: 8.610447363918208
gen: 45 max: 24.319522366482786 mean: 9.281943170691859
gen: 46 max: 27.46373110660796 mean: 9.46647317031272
gen: 47 max: 27.52992820117893 mean: 10.773365773777268
gen: 48 max: 28.362601322609517 mean: 10.780355603219641
gen: 49 max: 27.062975795391168 mean: 10.251757199692726
