pop_size: 100 gene_count: 8 gen_count: 50
gen: 0 max: 9.159594046761654 mean: 1.6048714226420788
gen: 1 max: 9.159594046761654 mean: 1.6899825583937946
gen: 2 max: 9.159594046761654 mean: 1.655398068180524
gen: 3 max: 9.09464239656054 mean: 1.5316616417103202
gen: 4 max: 9.986193105974582 mean: 1.805403592961282
gen: 5 max: 10.217699447843783 mean: 1.9338933754338319
gen: 6 max: 7.840824003175192 mean: 1.8146341443188647
gen: 7 max: 11.28054394404028 mean: 2.67836044077782
gen: 8 max: 18.158746574427386 mean: 3.343801189050375
gen: 9 max: 18.158746574427386 mean: 4.026874292505015
gen: 10 max: 17.277372942860932 mean: 4.550086986558128
gen: 11 max: 17.400362078617558 mean: 5.606030447595065
gen: 12 max: 18.754202406619527 mean: 7.058326378433707
gen: 13 max: 18.754202406619527 mean: 6.5883096482032855
gen: 14 max: 22.416501700171406 mean: 7.592272437578572
gen: 15 max: 22.416501700171406 mean: 7.832477762342203
gen: 16 max: 22.416501700171406 mean: 8.313109281974109
gen: 17 max: 22.72993368290589 mean: 8.046037530247505
gen: 18 max: 23.19944082959837 mean: 8.193887028761024
gen: 19 max: 22.84604525268467 mean: 7.858698176908144
gen: 20 max: 22.72187111377461 mean: 7.153862858429498
gen: 21 max: 23.067775258928073 mean: 8.501532446667193
gen: 22 max: 26.06513494161286 mean: 7.634074922721018
gen: 23 max: 26.34102117372857 mean: 8.170853843525007
gen: 24 max: 26.34102117372857 mean: 8.13310778729629
gen: 25 max: 26.06513494161286 mean: 7.8922755902473956
gen: 26 max: 26.34102117372857 mean: 6.70346840391893
gen: 27 max: 26.06513494161286 mean: 8.700089471005477
gen: 28 max: 27.096921682952544 mean: 7.843426811200515
gen: 29 max: 27.096921682952544 mean: 9.481070281347613
gen: 30 max: 27.063008028145063 mean: 10.689782217457791
gen: 31 max: 27.063008028145063 mean: 9.207454862306813
gen: 32 max: 27.063008028145063 mean: 7.362748170674572
gen: 33 max: 27.063008028145063 mean: 7.64710931636459
gen: 34 max: 27.063008028145063 mean: 7.888350922108337
gen: 35 max: 27.063008028145063 mean: 10.056510726776485
gen: 36 max: 27.063008028145063 mean: 9.512755458736892
gen: 37 max: 27.24213900633861 mean: 9.096725191145142
gen: 38 max: 27.063008028145063 mean: 8.778833816794213
gen: 39 max: 26.80355770134478 mean: 7.7765519841867885
gen: 40 max: 27.063008028145063 mean: 6.977363964003547
gen: 41 max: 27.063008028145063 mean: 8.387179893409616
gen: 42 max: 27.063008028145063 mean: 9.353240041699696
gen: 43 max: 26.80355770134478 mean: 9.340619525692373
gen: 44 max: 27.39166888904653 mean: 10.135992511864199
gen: 45 max: 27.39166888904653 mean: 9.398921735501457
gen: 46 max: 27.496609595694405 mean: 8.380747605660963
gen: 47 max: 26.848455667869395 mean: 8.3373481761041
gen: 48 max: 27.544328476162445 mean: 8.508333382860876
gen: 49 max: 27.39166888904653 mean: 8.576639444758152
