pop_size: 50 gene_count: 8 gen_count: 100
gen: 72 max: 12.64659711480542 mean: 4.0799953208198865
gen: 73 max: 12.644088405638513 mean: 3.3780120420465085
gen: 74 max: 13.43938032835636 mean: 5.294627939496758
gen: 75 max: 13.43938032835636 mean: 4.956580817842849
gen: 76 max: 13.886526152342372 mean: 5.6493218980260895
gen: 77 max: 13.447196016055814 mean: 4.100052664010142
gen: 78 max: 13.776456090417822 mean: 3.776043652420352
gen: 79 max: 14.213029208190601 mean: 3.6607368940915097
gen: 80 max: 11.58118709812556 mean: 3.8779359204314834
gen: 81 max: 14.213029208190601 mean: 4.791768094911863
gen: 82 max: 11.97931945704163 mean: 4.452047652486295
gen: 83 max: 11.97931945704163 mean: 3.5475809284927875
gen: 84 max: 11.97931945704163 mean: 4.230648552393714
gen: 85 max: 11.993714088363857 mean: 4.452123041288433
gen: 86 max: 11.993714088363857 mean: 3.556830457279937
gen: 87 max: 13.28196762524137 mean: 3.8560747649496765
gen: 88 max: 13.28196762524137 mean: 3.588170726125783
gen: 89 max: 13.091581973349077 mean: 3.550633079764408
gen: 90 max: 14.463053838887335 mean: 5.096451526451214
gen: 91 max: 12.491696769591302 mean: 5.73318624901967
gen: 92 max: 12.491696769591302 mean: 3.9728452972808492
gen: 93 max: 13.495228121251989 mean: 4.3047857482437095
gen: 94 max: 13.495228121251989 mean: 4.285538227922176
gen: 95 max: 13.23614267103583 mean: 4.430324874238474
gen: 96 max: 13.495228121251989 mean: 4.578195079616427
gen: 97 max: 13.23614267103583 mean: 3.9909369503624053
gen: 98 max: 13.23614267103583 mean: 4.870652005267452
gen: 99 max: 13.45696806481373 mean: 4.234831764878769
