pop_size: 50 gene_count: 8 gen_count: 100
gen: 0 max: 9.78277759837057 mean: 1.4196307005537734
gen: 1 max: 9.78277759837057 mean: 1.7713992245126564
gen: 2 max: 9.82121526697456 mean: 1.7709067191736938
gen: 3 max: 9.899385231460563 mean: 2.4099786342209533
gen: 4 max: 9.899385231460563 mean: 2.499570512835566
gen: 5 max: 9.902668839373254 mean: 2.6755382184577066
gen: 6 max: 9.919307823934556 mean: 2.9317541006804144
gen: 7 max: 9.902668839373254 mean: 3.194413312517678
gen: 8 max: 9.919307823934556 mean: 4.242640469883238
gen: 9 max: 9.919307823934556 mean: 3.9752893698577405
gen: 10 max: 9.810800785799515 mean: 4.048719402962857
gen: 11 max: 10.699863175881717 mean: 3.981978933264896
gen: 12 max: 9.79432512137637 mean: 3.987366489275835
gen: 13 max: 10.283931303917283 mean: 4.201192933550166
gen: 14 max: 10.283931303917283 mean: 3.99613942034251
gen: 15 max: 9.826877163479168 mean: 3.4068595490459326
gen: 16 max: 10.636458195256964 mean: 3.0244613883338554
gen: 17 max: 10.470861086389435 mean: 3.2261785378211374
gen: 18 max: 10.414983367804888 mean: 3.7084984407533192
gen: 19 max: 10.50556560533905 mean: 3.9379792551056507
gen: 20 max: 10.50556560533905 mean: 4.142593272736606
gen: 21 max: 10.703346511745393 mean: 3.720893126587699
gen: 22 max: 10.50556560533905 mean: 3.4716716887374623
gen: 23 max: 10.50556560533905 mean: 4.067464336496337
gen: 24 max: 10.721806251804885 mean: 4.626647407552357
gen: 25 max: 10.721806251804885 mean: 4.812227704951031
gen: 26 max: 10.721806251804885 mean: 3.830939520781568
gen: 27 max: 10.758755544765789 mean: 3.5635275836969593
gen: 28 max: 10.70426294517948 mean: 1.873373776354035
gen: 29 max: 11.719272842960093 mean: 3.734876077076366
gen: 30 max: 11.833210073487788 mean: 3.260934508767541
gen: 31 max: 11.833210073487788 mean: 2.994807324845956
gen: 32 max: 11.833210073487788 mean: 4.1489623499059975
gen: 33 max: 11.833210073487788 mean: 4.25217922572427
gen: 34 max: 11.819610720329187 mean: 4.291236394911184
gen: 35 max: 11.77926220648579 mean: 4.913327919085376
gen: 36 max: 11.820563683988803 mean: 2.807415560949238
gen: 37 max: 11.820563683988803 mean: 3.4626038993447823
gen: 38 max: 11.656731871168438 mean: 4.078048711687243
gen: 39 max: 11.950417156967923 mean: 3.54963064599222
gen: 40 max: 12.231124682586634 mean: 3.768323067808214
gen: 41 max: 12.274556148623136 mean: 4.473862043423343
gen: 42 max: 13.170743974604113 mean: 4.906107645143588
gen: 43 max: 13.170743974604113 mean: 4.2887576431857015
gen: 44 max: 13.170743974604113 mean: 6.594153739883508
gen: 45 max: 13.170743974604113 mean: 4.375932122280654
gen: 46 max: 13.170743974604113 mean: 4.17856033628411
gen: 47 max: 13.170743974604113 mean: 4.182219722120597
gen: 48 max: 12.37693821915837 mean: 3.514007184944549
gen: 49 max: 12.669574885946703 mean: 3.80771990080736
gen: 50 max: 13.897399249664888 mean: 4.675981888689154
gen: 51 max: 14.091976569607468 mean: 3.9856981285573796
gen: 52 max: 12.293443388605139 mean: 3.644239576975033
gen: 53 max: 11.928740503486134 mean: 3.8026851106783086
gen: 54 max: 12.544340150822908 mean: 3.1345778448023576
gen: 55 max: 12.591475591085187 mean: 4.73774361571154
gen: 56 max: 12.476413465583036 mean: 3.566314288599998
gen: 57 max: 12.263995465361331 mean: 4.706752422327591
gen: 58 max: 12.603961356478123 mean: 4.791174893503711
gen: 59 max: 12.147947568139177 mean: 5.054762272429704
gen: 60 max: 12.700179835089045 mean: 3.8038667542568487
gen: 61 max: 12.750984305620372 mean: 5.07906319915528
gen: 62 max: 12.750984305620372 mean: 4.9556764448447606
gen: 63 max: 12.53924259843629 mean: 4.518273386734721
gen: 64 max: 12.53924259843629 mean: 3.9611320529974567
gen: 65 max: 11.689924405198328 mean: 3.6082954512252936
gen: 66 max: 13.594027416156118 mean: 4.097008633085312
gen: 67 max: 12.047379337639155 mean: 3.1637696585726833
gen: 68 max: 12.159703575462263 mean: 3.6851190327192556
gen: 69 max: 12.644088405638513 mean: 4.237563271532629
gen: 70 max: 12.644088405638513 mean: 5.018981360456213
gen: 71 max: 12.666951814599038 mean: 4.077693152984637
